Ride_ID,Pickup_Location,Drop_Location,Distance_KM,Duration_Minutes,Fare_Amount,Driver_ID,Customer_Rating,Cancellation_Status,Time_of_Day,Day_of_Week,Vehicle_Type
RIDE134120,Colaba,Chembur,24.29,77,394.97,D1015,3.4,No,Night,Tue,Mini
RIDE134121,Andheri,Kurla,3.06,8,80.44,D1580,3.6,No,Night,Wed,SUV
RIDE134122,Borivali,Juhu,27.54,78,400.97,D1914,2.1,No,Afternoon,Sun,Sedan
RIDE134123,Mulund,Chembur,12.65,39,424.32,D1049,4.5,No,Night,Thu,Mini
RIDE134124,Colaba,Sion,3.29,10,53.36,D1751,4.9,No,Evening,Mon,Mini
RIDE134125,Dadar,Juhu,3.37,8,89.62,D1575,4.0,No,Night,Fri,Auto
RIDE134126,Kalyan,Wadala,19.53,50,680.6,D1376,2.6,Yes,Evening,Mon,Mini
RIDE134127,Bandra,Vikhroli,31.39,106,365.32,D1688,3.7,No,Morning,Sun,Sedan
RIDE134128,Bandra,Matunga,1.83,5,29.35,D1587,3.4,No,Evening,Sun,SUV
RIDE134129,Vashi,Powai,11.83,35,330.76,D1339,3.8,No,Night,Wed,Auto
RIDE134130,Dadar,Ghatkopar,13.42,37,197.43,D1306,3.3,No,Night,Sun,SUV
RIDE134131,Andheri,Powai,16.58,57,207.28,D1053,2.7,Yes,Evening,Fri,Sedan
RIDE134132,Mulund,Sion,6.91,19,76.56,D1592,1.8,No,Night,Mon,Mini
RIDE134133,Andheri,Ghatkopar,22.04,57,392.78,D1450,1.8,No,Night,Fri,Sedan
RIDE134134,Borivali,Worli,30.89,101,1005.68,D1524,1.4,No,Night,Sun,Sedan
RIDE134135,Bandra,Vikhroli,5.35,17,124.02,D1251,1.8,No,Morning,Wed,Mini
RIDE134136,Kalyan,Kurla,25.68,80,457.61,D1354,1.1,No,Morning,Tue,Sedan
RIDE134137,Borivali,Powai,15.86,42,411.57,D1719,3.1,Yes,Evening,Tue,SUV
RIDE134138,Dadar,Sion,23.21,74,501.47,D1218,1.6,Yes,Morning,Tue,Mini
RIDE134139,Mulund,Worli,3.32,9,61.36,D1764,1.5,No,Morning,Tue,Auto
RIDE134140,Dadar,Ghatkopar,21.43,55,272.6,D1187,3.9,No,Night,Thu,Auto
RIDE134141,Thane,Kurla,27.58,92,659.22,D1181,1.9,No,Morning,Sun,SUV
RIDE134142,Colaba,Vikhroli,3.14,8,90.89,D1801,4.1,No,Night,Mon,Mini
RIDE134143,Borivali,Powai,27.7,79,581.27,D1829,3.2,No,Evening,Mon,Auto
RIDE134144,Vashi,Wadala,25.5,68,405.96,D1122,4.2,No,Morning,Tue,Sedan
RIDE134145,Mulund,Sion,5.81,19,193.5,D1239,3.1,No,Morning,Fri,SUV
RIDE134146,Bandra,Sion,23.99,66,287.63,D1265,2.1,No,Night,Tue,Mini
RIDE134147,Panvel,Worli,28.46,90,369.37,D1368,2.7,No,Morning,Sat,Auto
RIDE134148,Thane,Juhu,25.95,80,439.99,D1226,4.3,No,Evening,Tue,Mini
RIDE134149,Mulund,Ghatkopar,32.74,106,764.75,D1697,2.4,No,Morning,Wed,Sedan
RIDE134150,Colaba,Vikhroli,18.98,65,651.82,D1061,3.0,No,Night,Mon,Auto
RIDE134151,Mulund,Kurla,22.94,68,377.82,D1747,4.2,No,Morning,Fri,Sedan
RIDE134152,Panvel,Juhu,17.81,57,302.59,D1844,2.6,No,Evening,Thu,SUV
RIDE134153,Thane,Powai,24.44,84,713.55,D1196,2.5,No,Afternoon,Tue,Mini
RIDE134154,Colaba,Matunga,23.69,65,339.55,D1223,1.1,No,Afternoon,Sat,Mini
RIDE134155,Vashi,Matunga,4.91,14,65.57,D1596,3.2,No,Morning,Tue,Mini
RIDE134156,Thane,Wadala,15.26,44,351.97,D1743,2.9,No,Afternoon,Thu,Sedan
RIDE134157,Vashi,Juhu,28.22,80,941.03,D1941,4.1,No,Morning,Fri,Auto
RIDE134158,Mulund,Kurla,21.56,54,364.51,D1770,3.8,No,Night,Tue,Sedan
RIDE134159,Thane,Juhu,20.08,61,210.23,D1603,1.4,No,Afternoon,Thu,SUV
RIDE134160,Vashi,Ghatkopar,24.06,68,358.32,D1253,3.8,No,Night,Sun,SUV
RIDE134161,Borivali,Vikhroli,4.31,12,145.77,D1816,2.8,No,Afternoon,Fri,SUV
RIDE134162,Panvel,Ghatkopar,13.31,46,342.62,D1943,3.8,No,Afternoon,Mon,Mini
RIDE134163,Dadar,Sion,34.97,98,794.29,D1867,2.1,No,Evening,Sun,Auto
RIDE134164,Mulund,Matunga,1.73,4,29.63,D1918,1.9,No,Night,Sun,Sedan
RIDE134165,Colaba,Juhu,17.46,57,497.77,D1797,1.5,No,Evening,Fri,Auto
RIDE134166,Vashi,Wadala,32.8,84,928.53,D1678,4.2,No,Evening,Thu,Mini
RIDE134167,Andheri,Worli,19.03,56,633.41,D1253,2.5,No,Evening,Tue,Auto
RIDE134168,Vashi,Kurla,20.87,59,625.78,D1613,3.8,Yes,Night,Sun,Mini
RIDE134169,Colaba,Matunga,12.52,38,180.6,D1498,4.2,No,Afternoon,Tue,Sedan
RIDE134170,Borivali,Ghatkopar,15.13,49,295.25,D1725,3.4,No,Afternoon,Sat,Mini
RIDE134171,Thane,Wadala,4.45,11,108.58,D1318,2.6,No,Night,Sat,Mini
RIDE134172,Kalyan,Juhu,8.11,27,152.42,D1748,1.4,No,Afternoon,Wed,SUV
RIDE134173,Panvel,Chembur,2.69,7,69.13,D1617,3.5,No,Night,Sat,SUV
RIDE134174,Dadar,Vikhroli,34.1,112,351.56,D1787,3.1,No,Evening,Mon,SUV
RIDE134175,Panvel,Juhu,21.86,71,239.85,D1169,3.9,No,Morning,Thu,Mini
RIDE134176,Mulund,Kurla,17.47,44,435.38,D1552,2.6,No,Evening,Thu,Sedan
RIDE134177,Colaba,Worli,34.75,102,370.08,D1385,2.5,No,Morning,Sun,Auto
RIDE134178,Bandra,Worli,26.32,75,796.81,D1841,3.1,No,Afternoon,Sun,Sedan
RIDE134179,Bandra,Powai,31.54,99,896.25,D1854,2.1,No,Morning,Sat,Mini
RIDE134180,Mulund,Vikhroli,26.19,89,862.59,D1929,1.5,No,Afternoon,Sun,SUV
RIDE134181,Thane,Powai,18.13,47,190.61,D1255,2.6,No,Night,Mon,SUV
RIDE134182,Colaba,Worli,4.58,14,134.4,D1751,2.3,No,Afternoon,Sat,SUV
RIDE134183,Colaba,Ghatkopar,31.87,88,701.47,D1546,1.6,No,Evening,Fri,SUV
RIDE134184,Colaba,Chembur,14.83,51,388.7,D1848,1.6,No,Afternoon,Mon,SUV
RIDE134185,Colaba,Ghatkopar,1.24,3,33.13,D1083,2.8,No,Afternoon,Sat,Sedan
RIDE134186,Colaba,Vikhroli,17.12,48,578.95,D1868,4.0,No,Afternoon,Wed,Sedan
RIDE134187,Thane,Sion,23.48,73,397.18,D1949,1.5,No,Evening,Fri,Mini
RIDE134188,Colaba,Powai,20.11,54,420.2,D1286,4.9,No,Afternoon,Sat,Auto
RIDE134189,Thane,Ghatkopar,9.46,24,113.56,D1887,1.8,No,Evening,Sat,SUV
RIDE134190,Kalyan,Vikhroli,12.38,31,352.69,D1051,4.3,No,Morning,Mon,Auto
RIDE134191,Thane,Ghatkopar,12.33,40,243.66,D1529,2.5,No,Afternoon,Fri,Sedan
RIDE134192,Bandra,Ghatkopar,28.9,91,611.88,D1884,3.4,Yes,Evening,Sun,Mini
RIDE134193,Colaba,Matunga,22.16,58,404.98,D1703,3.0,No,Afternoon,Sat,Auto
RIDE134194,Borivali,Kurla,23.27,58,306.04,D1041,3.6,No,Morning,Fri,Auto
RIDE134195,Mulund,Vikhroli,31.58,80,867.87,D1804,2.2,No,Morning,Mon,Sedan
RIDE134196,Andheri,Vikhroli,26.21,69,815.02,D1007,2.8,No,Night,Tue,Sedan
RIDE134197,Andheri,Kurla,22.73,64,633.39,D1928,3.8,No,Morning,Fri,Mini
RIDE134198,Mulund,Sion,17.5,49,387.45,D1980,2.8,No,Morning,Tue,Auto
RIDE134199,Panvel,Sion,2.72,7,40.99,D1457,1.0,No,Evening,Fri,Mini
RIDE134200,Colaba,Matunga,4.2,14,49.27,D1056,1.2,No,Night,Tue,Auto
RIDE134201,Borivali,Wadala,18.65,54,527.9,D1323,1.0,No,Evening,Sun,Mini
RIDE134202,Bandra,Ghatkopar,25.24,77,660.89,D1014,2.0,No,Afternoon,Mon,Auto
RIDE134203,Mulund,Worli,11.8,33,120.22,D1762,1.2,No,Afternoon,Tue,Auto
RIDE134204,Borivali,Matunga,32.77,108,366.19,D1610,2.2,No,Morning,Sun,Sedan
RIDE134205,Colaba,Vikhroli,19.51,60,629.5,D1075,1.9,No,Evening,Mon,Sedan
RIDE134206,Borivali,Wadala,22.4,65,670.05,D1131,4.4,No,Morning,Thu,Mini
RIDE134207,Panvel,Worli,33.61,94,936.08,D1173,4.0,No,Evening,Wed,Mini
RIDE134208,Borivali,Juhu,12.79,37,181.96,D1601,4.8,No,Night,Fri,Mini
RIDE134209,Colaba,Powai,10.31,29,160.65,D1918,2.0,No,Afternoon,Thu,Mini
RIDE134210,Panvel,Chembur,26.8,87,760.71,D1789,1.0,No,Night,Tue,Sedan
RIDE134211,Mulund,Chembur,14.31,50,163.14,D1759,2.5,No,Evening,Fri,Mini
RIDE134212,Kalyan,Vikhroli,20.81,67,519.19,D1571,1.9,No,Night,Sun,Auto
RIDE134213,Colaba,Wadala,19.66,66,428.73,D1228,1.8,No,Morning,Fri,Auto
RIDE134214,Kalyan,Wadala,22.79,74,525.44,D1820,3.4,No,Morning,Tue,Sedan
RIDE134215,Mulund,Worli,15.72,41,161.12,D1746,3.7,No,Evening,Thu,Mini
RIDE134216,Colaba,Vikhroli,21.63,54,358.77,D1195,4.5,No,Evening,Tue,Auto
RIDE134217,Colaba,Juhu,2.23,5,58.71,D1695,2.9,No,Evening,Sun,Auto
RIDE134218,Colaba,Ghatkopar,22.83,71,672.26,D1286,3.7,No,Night,Mon,Sedan
RIDE134219,Dadar,Juhu,33.43,85,1021.08,D1737,2.4,No,Night,Sat,Sedan
RIDE134220,Colaba,Kurla,16.54,46,285.65,D1922,4.1,No,Evening,Sun,SUV
RIDE134221,Kalyan,Ghatkopar,1.08,3,35.5,D1760,3.9,No,Night,Mon,SUV
RIDE134222,Dadar,Kurla,31.71,96,956.7,D1884,3.8,No,Evening,Thu,Sedan
RIDE134223,Kalyan,Matunga,28.81,80,381.66,D1057,2.5,No,Evening,Mon,Mini
RIDE134224,Mulund,Chembur,21.87,60,413.74,D1418,2.2,No,Evening,Fri,Sedan
RIDE134225,Dadar,Worli,31.05,95,970.14,D1852,3.7,No,Evening,Wed,SUV
RIDE134226,Andheri,Ghatkopar,10.34,33,105.13,D1569,2.5,No,Morning,Sat,SUV
RIDE134227,Borivali,Wadala,24.82,75,444.04,D1396,4.9,No,Evening,Sun,Auto
RIDE134228,Kalyan,Wadala,9.42,31,230.06,D1120,3.2,No,Evening,Thu,Mini
RIDE134229,Kalyan,Powai,7.43,23,128.89,D1303,2.0,No,Night,Thu,SUV
RIDE134230,Colaba,Chembur,28.48,71,910.61,D1510,2.9,No,Afternoon,Thu,Mini
RIDE134231,Mulund,Ghatkopar,1.11,3,26.01,D1417,1.1,No,Afternoon,Thu,Sedan
RIDE134232,Dadar,Matunga,21.15,73,292.71,D1418,1.4,No,Afternoon,Thu,Sedan
RIDE134233,Thane,Worli,26.94,70,465.93,D1222,1.2,No,Morning,Sat,Auto
RIDE134234,Dadar,Wadala,14.71,45,219.92,D1243,4.2,No,Afternoon,Fri,Auto
RIDE134235,Mulund,Sion,14.19,37,188.25,D1023,1.4,No,Afternoon,Fri,SUV
RIDE134236,Andheri,Worli,8.26,28,237.02,D1469,4.8,No,Afternoon,Sat,Mini
RIDE134237,Andheri,Chembur,34.74,115,724.6,D1701,1.5,No,Afternoon,Wed,SUV
RIDE134238,Vashi,Chembur,21.64,66,741.74,D1599,4.6,Yes,Morning,Thu,Auto
RIDE134239,Vashi,Vikhroli,22.18,74,647.8,D1727,5.0,No,Morning,Sat,Sedan
RIDE134240,Colaba,Sion,11.46,35,278.28,D1648,4.3,No,Morning,Wed,Mini
RIDE134241,Panvel,Kurla,28.84,93,989.12,D1186,2.6,Yes,Morning,Thu,Mini
RIDE134242,Thane,Juhu,15.61,44,446.61,D1433,2.7,No,Night,Fri,Mini
RIDE134243,Panvel,Powai,11.04,33,207.59,D1156,1.4,No,Afternoon,Mon,SUV
RIDE134244,Andheri,Matunga,18.66,62,221.35,D1442,4.9,No,Night,Sat,Mini
RIDE134245,Borivali,Matunga,30.03,85,1008.57,D1757,4.0,No,Morning,Fri,Mini
RIDE134246,Dadar,Vikhroli,23.85,72,314.13,D1661,1.1,No,Evening,Sun,SUV
RIDE134247,Kalyan,Chembur,14.72,47,332.89,D1917,4.6,No,Morning,Sat,Mini
RIDE134248,Thane,Sion,26.6,83,594.5,D1171,4.1,No,Afternoon,Wed,Sedan
RIDE134249,Mulund,Wadala,2.86,9,47.93,D1549,2.6,No,Evening,Sat,Auto
RIDE134250,Andheri,Vikhroli,18.93,53,396.16,D1735,1.1,No,Night,Sun,SUV
RIDE134251,Dadar,Powai,4.27,11,90.7,D1705,3.1,Yes,Night,Wed,Auto
RIDE134252,Vashi,Vikhroli,16.45,45,211.76,D1680,3.4,Yes,Evening,Sun,SUV
RIDE134253,Colaba,Matunga,19.92,68,372.75,D1242,4.9,No,Evening,Wed,Auto
RIDE134254,Dadar,Worli,20.07,67,613.58,D1791,2.3,No,Evening,Mon,SUV
RIDE134255,Bandra,Powai,3.38,9,90.71,D1025,1.9,No,Morning,Tue,Mini
RIDE134256,Thane,Worli,7.15,22,224.54,D1743,3.2,No,Evening,Sun,SUV
RIDE134257,Andheri,Worli,21.89,59,280.27,D1574,4.8,No,Night,Wed,Mini
RIDE134258,Thane,Ghatkopar,21.5,63,270.85,D1819,4.5,No,Morning,Sun,Mini
RIDE134259,Panvel,Worli,30.68,94,964.72,D1000,2.6,Yes,Evening,Sat,Sedan
RIDE134260,Borivali,Wadala,21.92,74,496.13,D1549,3.7,No,Morning,Wed,SUV
RIDE134261,Kalyan,Wadala,4.3,13,49.4,D1450,3.1,Yes,Night,Sat,Auto
RIDE134262,Mulund,Vikhroli,33.42,105,830.65,D1256,4.8,No,Afternoon,Sat,Sedan
RIDE134263,Kalyan,Ghatkopar,1.94,6,43.3,D1178,2.0,No,Night,Thu,Sedan
RIDE134264,Mulund,Worli,9.05,30,268.02,D1387,3.3,No,Morning,Sat,Sedan
RIDE134265,Dadar,Juhu,2.66,8,27.77,D1287,4.9,No,Evening,Fri,Auto
RIDE134266,Andheri,Vikhroli,3.67,9,120.3,D1899,1.3,No,Evening,Sat,SUV
RIDE134267,Panvel,Chembur,5.26,17,65.74,D1669,2.0,No,Evening,Tue,SUV
RIDE134268,Thane,Juhu,7.58,25,94.25,D1285,4.3,No,Morning,Fri,Sedan
RIDE134269,Kalyan,Kurla,4.46,13,71.62,D1733,3.5,No,Evening,Sat,Sedan
RIDE134270,Andheri,Chembur,25.63,65,889.74,D1683,3.3,No,Night,Sun,Sedan
RIDE134271,Vashi,Chembur,18.11,62,194.87,D1557,3.3,No,Afternoon,Wed,Auto
RIDE134272,Dadar,Juhu,34.07,101,405.3,D1161,3.0,No,Night,Fri,Mini
RIDE134273,Andheri,Powai,28.01,77,884.6,D1735,4.0,Yes,Night,Tue,Mini
RIDE134274,Dadar,Powai,32.72,104,660.81,D1505,1.9,Yes,Morning,Tue,Auto
RIDE134275,Borivali,Chembur,5.76,19,197.05,D1940,3.0,No,Evening,Sun,Mini
RIDE134276,Thane,Powai,33.16,115,512.13,D1889,3.0,No,Morning,Mon,SUV
RIDE134277,Mulund,Ghatkopar,22.84,63,496.0,D1105,3.8,No,Evening,Mon,Sedan
RIDE134278,Dadar,Sion,18.63,61,199.92,D1962,1.4,No,Morning,Tue,Mini
RIDE134279,Dadar,Worli,12.19,31,172.78,D1626,1.1,No,Morning,Fri,SUV
RIDE134280,Borivali,Sion,9.77,28,194.63,D1404,4.8,No,Evening,Sat,Sedan
RIDE134281,Andheri,Juhu,22.25,76,361.0,D1549,2.4,No,Afternoon,Thu,Auto
RIDE134282,Panvel,Sion,27.28,88,506.13,D1793,1.1,No,Night,Sun,Sedan
RIDE134283,Kalyan,Wadala,33.17,88,842.61,D1561,3.9,No,Morning,Tue,Sedan
RIDE134284,Vashi,Matunga,31.72,96,947.61,D1177,1.6,No,Afternoon,Wed,SUV
RIDE134285,Colaba,Worli,34.91,87,781.88,D1736,2.8,No,Evening,Mon,SUV
RIDE134286,Kalyan,Sion,34.25,92,1070.02,D1997,3.4,No,Evening,Wed,Mini
RIDE134287,Panvel,Juhu,3.24,10,108.86,D1691,2.0,No,Evening,Sat,Mini
RIDE134288,Colaba,Sion,27.68,89,328.99,D1519,2.3,No,Night,Tue,Mini
RIDE134289,Vashi,Juhu,22.52,60,418.63,D1015,5.0,No,Afternoon,Wed,Mini
RIDE134290,Bandra,Wadala,22.65,71,301.5,D1415,3.4,No,Evening,Wed,SUV
RIDE134291,Panvel,Kurla,7.2,21,195.13,D1693,3.6,No,Morning,Sat,SUV
RIDE134292,Borivali,Chembur,9.17,25,104.76,D1841,1.9,No,Night,Mon,Auto
RIDE134293,Mulund,Worli,25.58,74,878.95,D1004,2.7,No,Evening,Mon,SUV
RIDE134294,Kalyan,Vikhroli,22.9,70,343.88,D1850,3.7,No,Afternoon,Sat,Mini
RIDE134295,Thane,Worli,4.73,14,125.06,D1513,4.3,No,Morning,Tue,Mini
RIDE134296,Vashi,Powai,16.09,41,368.22,D1781,4.8,No,Night,Tue,Sedan
RIDE134297,Colaba,Kurla,9.46,27,196.45,D1278,2.9,No,Afternoon,Mon,Auto
RIDE134298,Andheri,Matunga,7.71,26,264.33,D1584,1.3,No,Morning,Thu,Mini
RIDE134299,Thane,Vikhroli,3.36,11,117.18,D1225,3.7,No,Evening,Tue,Sedan
RIDE134300,Bandra,Matunga,1.07,2,29.99,D1713,3.8,No,Evening,Wed,Sedan
RIDE134301,Borivali,Vikhroli,24.92,83,632.78,D1060,1.1,No,Afternoon,Sat,Auto
RIDE134302,Mulund,Kurla,14.59,43,290.29,D1622,3.7,No,Evening,Sun,Sedan
RIDE134303,Bandra,Powai,23.26,60,340.78,D1656,2.9,No,Morning,Sat,Auto
RIDE134304,Colaba,Powai,24.7,85,776.37,D1810,3.4,No,Night,Fri,Sedan
RIDE134305,Colaba,Ghatkopar,9.9,30,184.79,D1322,3.7,No,Morning,Mon,Auto
RIDE134306,Vashi,Chembur,21.54,62,239.25,D1074,2.9,No,Morning,Wed,Mini
RIDE134307,Dadar,Sion,6.72,21,196.26,D1922,3.8,No,Night,Mon,Sedan
RIDE134308,Thane,Worli,12.32,41,296.54,D1640,2.5,No,Morning,Fri,Auto
RIDE134309,Colaba,Wadala,3.99,13,61.11,D1319,3.3,No,Morning,Fri,SUV
RIDE134310,Dadar,Powai,18.15,62,221.79,D1580,4.0,No,Morning,Fri,SUV
RIDE134311,Dadar,Worli,8.32,23,249.88,D1003,2.9,No,Night,Mon,Auto
RIDE134312,Thane,Ghatkopar,7.28,21,219.83,D1466,2.3,No,Morning,Sun,SUV
RIDE134313,Andheri,Wadala,11.45,36,203.18,D1593,3.8,No,Night,Wed,Auto
RIDE134314,Andheri,Matunga,30.75,84,476.9,D1816,2.2,No,Night,Tue,Auto
RIDE134315,Kalyan,Chembur,2.83,7,33.59,D1983,4.8,No,Morning,Tue,Auto
RIDE134316,Thane,Kurla,24.53,64,439.6,D1270,1.3,No,Afternoon,Fri,Sedan
RIDE134317,Dadar,Kurla,3.31,10,100.76,D1956,3.2,No,Afternoon,Tue,SUV
RIDE134318,Borivali,Juhu,30.89,107,656.42,D1995,2.0,No,Evening,Tue,SUV
RIDE134319,Thane,Vikhroli,29.85,80,999.02,D1172,3.5,No,Night,Fri,Auto
RIDE134320,Colaba,Chembur,5.32,14,125.01,D1536,2.1,No,Evening,Sat,Mini
RIDE134321,Borivali,Sion,13.69,37,407.25,D1223,5.0,No,Night,Mon,SUV
RIDE134322,Thane,Worli,16.15,48,445.52,D1617,4.1,No,Morning,Thu,Sedan
RIDE134323,Mulund,Worli,2.54,8,32.59,D1184,1.6,No,Evening,Mon,SUV
RIDE134324,Borivali,Wadala,13.49,44,439.8,D1289,4.0,No,Night,Mon,Sedan
RIDE134325,Bandra,Matunga,27.99,91,797.28,D1546,2.6,Yes,Evening,Sat,SUV
RIDE134326,Colaba,Kurla,29.54,79,543.09,D1499,4.2,No,Afternoon,Sun,Sedan
RIDE134327,Panvel,Wadala,12.42,40,268.32,D1638,1.8,No,Morning,Tue,SUV
RIDE134328,Borivali,Sion,1.97,5,56.61,D1948,2.9,No,Afternoon,Mon,Sedan
RIDE134329,Colaba,Chembur,14.17,47,266.0,D1999,1.2,No,Night,Fri,Auto
RIDE134330,Panvel,Kurla,11.55,39,220.99,D1813,4.9,No,Night,Thu,Sedan
RIDE134331,Bandra,Kurla,17.38,51,494.55,D1514,3.8,No,Afternoon,Thu,Auto
RIDE134332,Mulund,Kurla,29.73,100,621.02,D1407,1.9,No,Night,Fri,SUV
RIDE134333,Borivali,Matunga,22.89,66,528.18,D1925,3.5,No,Evening,Sun,Auto
RIDE134334,Kalyan,Ghatkopar,7.09,21,134.19,D1122,3.6,No,Morning,Fri,Auto
RIDE134335,Colaba,Sion,15.86,43,315.77,D1940,3.2,No,Afternoon,Sat,Sedan
RIDE134336,Bandra,Powai,13.69,41,412.5,D1487,4.9,No,Night,Tue,Mini
RIDE134337,Panvel,Sion,14.34,45,333.57,D1735,2.9,No,Morning,Fri,Auto
RIDE134338,Thane,Juhu,11.88,40,134.41,D1349,3.5,No,Evening,Tue,Mini
RIDE134339,Dadar,Vikhroli,16.55,44,389.06,D1616,1.2,No,Morning,Tue,SUV
RIDE134340,Thane,Powai,16.2,56,444.98,D1215,1.7,No,Evening,Mon,Mini
RIDE134341,Thane,Matunga,25.04,82,529.15,D1262,4.9,No,Night,Wed,Sedan
RIDE134342,Dadar,Matunga,1.37,3,29.51,D1548,2.8,No,Evening,Tue,Mini
RIDE134343,Mulund,Powai,4.8,14,136.18,D1838,3.8,No,Night,Tue,Sedan
RIDE134344,Kalyan,Juhu,19.48,65,634.27,D1646,1.4,No,Night,Tue,Sedan
RIDE134345,Borivali,Worli,20.71,59,323.7,D1481,2.5,No,Morning,Thu,SUV
RIDE134346,Dadar,Kurla,21.67,65,471.91,D1033,4.3,No,Morning,Mon,Auto
RIDE134347,Borivali,Wadala,4.18,12,84.84,D1084,3.4,No,Night,Wed,Mini
RIDE134348,Mulund,Vikhroli,24.47,79,256.51,D1236,2.0,No,Morning,Fri,Auto
RIDE134349,Bandra,Vikhroli,18.79,48,621.39,D1568,2.2,No,Evening,Mon,Mini
RIDE134350,Mulund,Chembur,27.56,84,606.39,D1448,2.3,No,Afternoon,Fri,Auto
RIDE134351,Andheri,Kurla,33.65,115,858.24,D1223,3.6,No,Afternoon,Mon,Auto
RIDE134352,Colaba,Wadala,1.62,5,33.08,D1451,2.5,No,Afternoon,Sat,Sedan
RIDE134353,Panvel,Kurla,3.28,8,64.99,D1889,2.4,No,Afternoon,Sun,Mini
RIDE134354,Mulund,Sion,20.78,61,217.27,D1999,4.7,No,Evening,Thu,Auto
RIDE134355,Panvel,Powai,34.81,96,698.53,D1855,1.2,No,Night,Fri,Auto
RIDE134356,Bandra,Chembur,19.54,52,665.3,D1342,2.9,No,Evening,Sat,Mini
RIDE134357,Dadar,Worli,30.21,89,833.96,D1595,2.7,No,Night,Wed,Sedan
RIDE134358,Andheri,Chembur,2.34,7,40.89,D1434,3.2,No,Morning,Thu,Mini
RIDE134359,Dadar,Chembur,32.33,111,794.09,D1406,4.3,No,Evening,Thu,Auto
RIDE134360,Thane,Powai,29.52,101,919.32,D1233,3.6,No,Night,Sat,Sedan
RIDE134361,Panvel,Matunga,8.86,26,231.12,D1566,3.4,No,Afternoon,Wed,SUV
RIDE134362,Colaba,Matunga,19.24,66,426.65,D1425,3.4,No,Afternoon,Thu,Sedan
RIDE134363,Mulund,Vikhroli,8.94,24,147.62,D1134,3.8,No,Afternoon,Wed,SUV
RIDE134364,Dadar,Juhu,8.91,23,229.15,D1189,2.1,No,Evening,Tue,SUV
RIDE134365,Thane,Matunga,27.11,91,575.67,D1408,3.4,No,Afternoon,Fri,Mini
RIDE134366,Kalyan,Worli,1.0,2,24.54,D1458,3.2,No,Evening,Sun,Auto
RIDE134367,Dadar,Wadala,28.33,83,724.16,D1912,4.8,No,Night,Mon,Sedan
RIDE134368,Vashi,Juhu,17.51,53,534.25,D1924,4.4,No,Evening,Fri,Sedan
RIDE134369,Dadar,Matunga,27.03,90,681.51,D1865,2.0,No,Morning,Thu,Mini
RIDE134370,Kalyan,Worli,34.7,108,767.98,D1466,3.2,No,Evening,Sun,Mini
RIDE134371,Andheri,Matunga,17.42,46,206.73,D1822,1.3,Yes,Afternoon,Wed,SUV
RIDE134372,Panvel,Chembur,3.47,11,112.58,D1523,2.8,No,Evening,Sun,SUV
RIDE134373,Panvel,Matunga,32.87,105,572.55,D1677,4.9,No,Morning,Tue,SUV
RIDE134374,Mulund,Powai,16.3,50,332.6,D1939,2.6,No,Night,Thu,SUV
RIDE134375,Borivali,Kurla,31.28,86,422.98,D1080,5.0,Yes,Evening,Fri,SUV
RIDE134376,Mulund,Sion,20.44,59,512.29,D1781,4.8,No,Morning,Wed,Mini
RIDE134377,Mulund,Chembur,31.48,105,1009.92,D1068,2.7,Yes,Evening,Sat,Auto
RIDE134378,Dadar,Vikhroli,14.34,45,173.32,D1425,2.8,No,Night,Tue,Sedan
RIDE134379,Dadar,Wadala,25.1,77,365.18,D1788,1.8,No,Night,Mon,Auto
RIDE134380,Colaba,Ghatkopar,23.3,72,669.14,D1827,4.1,No,Afternoon,Sat,Auto
RIDE134381,Dadar,Worli,10.94,33,268.54,D1789,2.7,No,Night,Wed,SUV
RIDE134382,Thane,Juhu,1.11,3,24.97,D1462,3.5,No,Afternoon,Tue,Mini
RIDE134383,Mulund,Powai,22.96,71,358.56,D1497,3.1,No,Morning,Tue,Auto
RIDE134384,Dadar,Sion,6.46,17,161.04,D1245,2.8,No,Night,Mon,Mini
RIDE134385,Bandra,Wadala,28.31,82,935.32,D1853,4.1,No,Afternoon,Sun,SUV
RIDE134386,Kalyan,Vikhroli,30.47,103,933.77,D1613,2.9,No,Afternoon,Sun,Auto
RIDE134387,Andheri,Ghatkopar,17.72,57,575.95,D1093,4.9,No,Evening,Thu,SUV
RIDE134388,Vashi,Worli,24.62,64,769.67,D1132,2.2,No,Afternoon,Tue,Mini
RIDE134389,Kalyan,Chembur,26.38,67,664.62,D1029,2.0,No,Afternoon,Wed,SUV
RIDE134390,Thane,Worli,16.43,54,364.27,D1424,4.5,No,Afternoon,Thu,Auto
RIDE134391,Vashi,Sion,22.06,68,301.1,D1217,2.5,No,Afternoon,Mon,SUV
RIDE134392,Thane,Kurla,16.91,53,280.3,D1154,4.6,Yes,Night,Mon,Sedan
RIDE134393,Panvel,Wadala,12.58,34,328.23,D1508,2.9,No,Morning,Wed,Auto
RIDE134394,Dadar,Wadala,7.69,25,137.89,D1390,4.4,No,Afternoon,Thu,Mini
RIDE134395,Panvel,Kurla,25.29,86,774.99,D1965,1.3,No,Evening,Sat,Sedan
RIDE134396,Colaba,Powai,34.01,110,583.34,D1434,3.2,No,Morning,Fri,SUV
RIDE134397,Borivali,Ghatkopar,25.28,81,450.54,D1114,4.3,Yes,Evening,Wed,SUV
RIDE134398,Bandra,Matunga,6.88,17,71.09,D1581,3.6,No,Evening,Mon,Sedan
